ID,item_cnt_month
1345,0.1
1346,0.2
1347,0.1
1348,0.1
1349,0.6
1350,0.4
1351,0.1
1352,0.7
1353,0.2
1354,1.1
1355,0.1
1356,0.1
1357,0.6
1358,0.1
1359,0.5
1360,0.2
1361,0.1
1362,0.9
1363,0.3
1364,0.7
1365,0.1
1366,0.6
1367,0.9
1368,0.6
1369,0.1
1370,0.7
1371,0.1
1372,0.1
1373,0.1
1374,0.1
1375,0.1
1376,1.9
1377,0.1
1378,0.9
1379,0.1
1380,0.2
1381,0.4
1382,0.3
1383,1
1384,0.6
1385,0.1
1386,0.9
1387,0.6
1388,0.2
1389,0.5
1390,1
1391,0.9
1392,0.5
1393,0.7
1394,0.4
1395,0.6
1396,0.1
1397,0.1
1398,1.1
1399,0.1
1400,0.1
1401,0.1
1402,0.1
1403,3.2
1404,0.2
1405,1.2
1406,0.2
1407,0.2
1408,0.4
1409,0.3
1410,0.1
1411,0.2
1412,0.2
1413,0.1
1414,0.1
1415,0.6
1416,0.5
1417,1.2
1418,0.1
1419,0.2
1420,0.4
1421,1
1422,0.1
1423,0.6
1424,0.1
1425,0.1
1426,0.2
1427,0.1
1428,0.4
1429,0.2
1430,0.1
1431,0.6
1432,0.1
1433,1
1434,0.2
1435,0.4
1436,0.2
1437,0.4
1438,0.2
1439,0.2
1440,0.1
1441,0.4
1442,0.3
1443,0.7
1444,0.1
1445,0.3
1446,0.1
1447,0.1
1448,0.1
1449,0.1
1450,0.5
1451,0.2
1452,0.2
1453,0.1
1454,0.2
1455,0.1
1456,1.1
1457,0.1
1458,0.2
1459,0.2
1460,1.4
1461,1.1
1462,0.7
1463,0.5
1464,0.4
1465,0.5
1466,0.2
1467,0.4
1468,0.1
1469,0.2
1470,0.2
1471,0.3
1472,0.6
1473,0.2
1474,0.6
1475,1.6
1476,0.1
1477,1.4
1478,0.1
1479,0.1
1480,1
1481,0.9
1482,0.2
1483,0.1
1484,0.9
1485,0.4
1486,0.6
1487,0.3
1488,0.3
1489,0.9
1490,0.2
1491,1
1492,0.1
1493,0.1
1494,0.1
1495,0.1
1496,0.2
1497,5.6
1498,8
1499,0.1
1500,0.1
1501,0.2
1502,0.1
1503,0.1
1504,0.5
1505,0.1
1506,0.2
1507,0.1
1508,1.4
1509,1.6
1510,0.3
1511,0.5
1512,0.1
1513,0.1
1514,0.1
1515,0.1
1516,0.1
1517,0.1
1518,0.3
1519,0.9
1520,0.1
1521,0.1
1522,0.5
1523,0.3
1524,0.2
1525,0.2
1526,0.2
1527,0.1
1528,1.1
1529,0.2
1530,0.6
1531,0.1
1532,0.3
1533,0.1
1534,0.1
1535,0.1
1536,1.1
1537,0.1
1538,0.1
1539,0.2
1540,0.1
1541,0.1
1542,0.1
1543,0.8
1544,0.1
1545,0.8
1546,0.1
1547,0.9
1548,6.4
1549,1
1550,0.4
1551,0.1
1552,0.1
1553,0.1
1554,0.5
1555,1.6
1556,0.1
1557,0.1
1558,0.1
1559,1.1
1560,0.1
1561,0.1
1562,0.1
1563,0.1
1564,10.3
1565,1
1566,0.3
1567,0.7
1568,0.1
1569,0.5
1570,1.6
1571,0.5
1572,0.1
1573,0.2
1574,0.1
1575,0.5
1576,5.8
1577,0.3
1578,0.6
1579,1
1580,0.3
1581,0.3
1582,3.9
1583,1.1
1584,0.4
1585,0.2
1586,0.2
1587,0.1
1588,0.5
1589,0.9
1590,0.2
1591,0.7
1592,0.1
1593,0.2
1594,1.1
1595,0.2
1596,0.1
1597,0.1
1598,0.1
1599,0.6
1600,0.1
1601,0.3
1602,0.1
1603,0.1
1604,0.5
1605,0.3
1606,0.1
1607,0.1
1608,0.1
1609,0.1
1610,0.1
1611,0.1
1612,0.3
1613,2.6
1614,0.3
1615,0.3
1616,0.4
1617,0.1
1618,0.5
1619,0.1
1620,0.1
1621,1.3
1622,0.6
1623,0.6
1624,0.1
1625,0.9
1626,0.2
1627,1.1
1628,0.1
1629,0.1
1630,0.1
1631,0.4
1632,0.1
1633,0.7
1634,0.1
1635,0.1
1636,0.1
1637,0.1
1638,0.2
1639,1
1640,0.1
1641,0.9
1642,0.1
1643,0.1
1644,1.3
1645,0.2
1646,0.1
1647,1
1648,0.1
1649,0.2
1650,0.9
1651,0.4
1652,0.2
1653,0.2
1654,0.2
1655,0.2
1656,1.3
1657,0.3
1658,0.9
1659,0.8
1660,0.2
1661,0.6
1662,0.2
1663,0.2
1664,1
1665,0.2
1666,0.1
1667,0.3
1668,0.1
1669,0.4
1670,0.4
1671,0.8
1672,0.4
1673,0.1
1674,0.6
1675,0.2
1676,0.1
1677,2
1678,0.1
1679,0.1
1680,1
1681,0.4
1682,0.2
1683,0.4
1684,0.1
1685,0.1
1686,0.1
1687,1.1
1688,1.2
1689,0.3
1690,0.2
1691,0.1
1692,0.3
1693,0.4
1694,0.1
1695,0.6
1696,0.4
1697,0.1
1698,0.9
1699,0.6
1700,0.6
1701,0.7
1702,1
1703,0.5
1704,0.2
1705,0.1
1706,0.1
1707,0.2
1708,0.2
1709,0.3
1710,0.2
1711,0.1
1712,1.1
1713,0.2
1714,1
1715,2
1716,0.2
1717,0.2
1718,0.1
1719,0.2
1720,0.3
1721,0.5
1722,0.2
1723,0.2
1724,0.5
1725,0.3
1726,0.5
1727,0.1
1728,0.1
1729,0.1
1730,0.1
1731,0.1
1732,0.7
1733,0.1
1734,0.2
1735,0.1
1736,0.5
1737,0.2
1738,0.1
1739,0.2
1740,0.2
1741,0.9
1742,0.1
1743,0.1
1744,1.4
1745,0.1
1746,0.2
1747,0.8
1748,0.1
1749,0.7
1750,0.1
1751,0.1
1752,0.1
1753,0.6
1754,0.6
1755,0.4
1756,0.1
1757,0.2
1758,1.7
1759,0.1
1760,0.3
1761,0.7
1762,1.8
1763,0.1
1764,0.9
1765,0.7
1766,0.2
1767,0.3
1768,0.1
1769,0.2
1770,0.2
1771,0.2
1772,1.2
1773,0.5
1774,0.1
1775,0.4
1776,0.1
1777,0.3
1778,0.8
1779,0.5
1780,1.2
1781,0.4
1782,1.2
1783,1.8
1784,0.3
1785,0.7
1786,0.2
1787,0.5
1788,0.8
1789,0.7
1790,0.2
1791,0.6
1792,0.1
1793,0.3
1794,1.7
1795,1.7
1796,0.2
1797,0.8
1798,0.8
1799,0.1
1800,0.2
1801,1.2
1802,0.7
1803,0.1
1804,0.4
1805,1.4
1806,0.2
1807,1.1
1808,0.1
1809,0.1
1810,0.1
1811,0.1
1812,0.2
1813,0.5
1814,0.7
1815,0.5
1816,0.1
1817,0.3
1818,0.8
1819,0.1
1820,0.8
1821,0.1
1822,0.3
1823,0.4
1824,0.8
1825,0.3
1826,0.1
1827,0.1
1828,0.4
1829,1
1830,0.5
1831,0.1
1832,0.1
1833,0.1
1834,0.2
1835,0.7
1836,0.4
1837,0.8
1838,0.4
1839,0.2
1840,0.3
1841,0.6
1842,0.1
1843,0.1
1844,0.3
1845,0.1
1846,0.6
1847,0.1
1848,0.3
1849,0.1
1850,0.5
1851,0.4
1852,0.2
1853,0.1
1854,0.6
1855,0.2
1856,0.2
1857,0.5
1858,0.1
1859,1.3
1860,1.3
1861,1.2
1862,1.2
1863,1.2
1864,0.6
1865,4.1
1866,0.6
1867,0.6
1868,0.3
1869,0.1
1870,0.5
1871,0.2
1872,1.2
1873,0.1
1874,3
1875,0.3
1876,0.1
1877,1.1
1878,0.3
1879,4.6
1880,0.4
1881,0.9
1882,0.2
1883,0.2
1884,0.1
1885,0.5
1886,0.3
1887,0.2
1888,0.4
1889,0.4
1890,0.1
1891,0.3
1892,0.3
1893,1.1
1894,0.2
1895,0.2
1896,1.6
1897,1.6
1898,0.1
1899,1.1
1900,0.3
1901,0.1
1902,0.4
1903,0.1
1904,0.4
1905,0.2
1906,0.3
1907,1.4
1908,0.1
1909,0.4
1910,0.3
1911,0.1
1912,5.2
1913,1.4
1914,0.4
1915,0.2
1916,0.1
1917,0.3
1918,0.1
1919,0.3
1920,0.3
1921,0.4
1922,0.4
1923,0.2
1924,0.2
1925,0.2
1926,0.1
1927,0.3
1928,0.3
1929,0.5
1930,1.7
1931,0.4
1932,0.4
1933,1.2
1934,0.3
1935,2.6
1936,0.5
1937,0.2
1938,0.1
1939,0.2
1940,2.3
1941,2.4
1942,0.5
1943,0.5
1944,0.5
1945,1.4
1946,1.3
1947,0.1
1948,0.2
1949,0.2
1950,3.4
1951,0.1
1952,0.4
1953,0.1
1954,0.1
1955,0.8
1956,0.2
1957,0.3
1958,0.8
1959,0.8
1960,0.1
1961,0.1
1962,0.2
1963,0.1
1964,0.8
1965,0.4
1966,0.1
1967,0.4
1968,0.5
1969,0.1
1970,0.6
1971,0.6
1972,0.3
1973,0.6
1974,0.1
1975,0.5
1976,0.4
1977,0.2
1978,0.1
1979,0.1
1980,0.3
1981,0.2
1982,0.2
1983,0.4
1984,0.2
1985,0.5
1986,2
1987,0.1
1988,0.5
1989,0.2
1990,0.3
1991,0.3
1992,0.2
1993,0.2
1994,0.4
1995,0.7
1996,0.1
1997,0.2
1998,0.1
1999,0.1
2000,0.4
2001,0.8
2002,1.2
2003,0.2
2004,0.1
2005,0.2
2006,0.3
2007,0.2
2008,0.1
2009,0.4
2010,0.7
2011,0.1
2012,0.2
2013,0.6
2014,0.1
2015,0.1
2016,0.3
2017,0.5
2018,1
2019,0.1
2020,0.2
2021,0.2
2022,0.2
2023,0.6
2024,0.6
2025,0.2
2026,3.6
2027,1
2028,2
2029,0.1
2030,0.4
2031,1.2
2032,0.2
2033,0.2
2034,0.7
2035,0.2
2036,0.8
2037,0.1
2038,1.6
2039,1.4
2040,0.1
2041,0.2
2042,1
2043,0.1
2044,0.1
2045,0.1
2046,0.1
2047,0.1
2048,0.1
2049,0.1
2050,0.1
2051,0.1
2052,0.1
2053,0.1
2054,0.1
2055,0.1
2056,0.1
2057,0.1
2058,0.1
2059,0.9
2060,0.2
2061,1.2
2062,0.2
2063,0.4
2064,0.4
2065,0.1
2066,0.9
2067,2.9
2068,2.6
2069,0.1
2070,0.5
2071,0.7
2072,0.1
2073,0.8
2074,0.1
2075,0.9
2076,0.2
2077,0.1
2078,0.1
2079,0.4
2080,0.2
2081,0.1
2082,0.1
2083,0.1
2084,0.2
2085,1.1
2086,0.1
2087,0.1
2088,0.1
2089,0.1
2090,0.1
2091,0.1
2092,1.7
2093,0.4
2094,0.1
2095,0.2
2096,0.5
2097,0.2
2098,0.4
2099,0.1
2100,0.4
2101,0.6
2102,0.7
2103,0.6
2104,0.1
2105,0.1
2106,1.6
2107,0.1
2108,0.1
2109,0.2
2110,0.9
2111,0.1
2112,0.2
2113,1.1
2114,0.1
2115,0.1
2116,0.6
2117,1.4
2118,1.4
2119,0.2
2120,0.1
2121,0.1
2122,0.3
2123,0.2
2124,0.8
2125,0.2
2126,0.6
2127,0.1
2128,0.3
2129,3.6
2130,0.3
2131,0.8
2132,0.1
2133,0.5
2134,0.1
2135,0.1
2136,0.3
2137,0.8
2138,0.1
2139,0.7
2140,0.1
2141,0.7
2142,1.2
2143,0.3
2144,0.2
2145,0.1
2146,3.2
2147,0.3
2148,0.1
2149,1.6
2150,0.1
2151,0.1
2152,0.1
2153,0.2
2154,0.1
2155,0.1
2156,0.8
2157,0.3
2158,0.3
2159,0.1
2160,0.1
